date,ALE.WA,ALR.WA,BDX.WA,CCC.WA,CDR.WA,CPS.WA,DNP.WA,JSW.WA,KGH.WA,KRU.WA,KTY.WA,LPP.WA,MBK.WA,OPL.WA,PCO.WA,PEO.WA,PGE.WA,PKN.WA,PKO.WA,PZU.WA
2025-04-09,30.0,98.9000015258789,550.5999755859375,206.39999389648438,200.60000610351562,15.75,453.3999938964844,22.75,106.5,352.0,743.0,15103.8056640625,701.2000122070312,8.569999694824219,14.140000343322754,135.96641540527344,7.5960001945495605,62.040000915527344,64.54000091552734,52.599998474121094
2025-04-08,30.315000534057617,101.5999984741211,552.0,218.39999389648438,214.1999969482422,16.395000457763672,452.0,22.799999237060547,108.5999984741211,368.79998779296875,757.0,15167.431640625,725.2000122070312,8.887999534606934,14.494999885559082,140.93199157714844,7.771999835968018,63.68000030517578,67.4800033569336,54.459999084472656
2025-04-07,29.1200008392334,99.91999816894531,531.7999877929688,206.1999969482422,205.39999389648438,15.789999961853027,439.70001220703125,22.0,107.94999694824219,358.0,747.0,14844.4072265625,705.0,8.668000221252441,14.329999923706055,135.65042114257812,7.458000183105469,64.01000213623047,64.91999816894531,51.900001525878906
2025-04-04,30.100000381469727,103.94999694824219,535.2000122070312,212.5,212.6999969482422,16.350000381469727,447.70001220703125,21.200000762939453,109.19999694824219,365.20001220703125,770.5,15040.1796875,713.0,8.741999626159668,14.024999618530273,140.5708465576172,7.927999973297119,64.19000244140625,64.04000091552734,52.58000183105469
2025-04-03,31.040000915527344,117.0,536.0,227.3000030517578,212.39999389648438,15.755000114440918,454.3999938964844,22.40999984741211,120.6500015258789,374.0,790.0,15950.51953125,796.2000122070312,8.9399995803833,14.760000228881836,156.1446990966797,8.246000289916992,66.7300033569336,71.91999816894531,56.560001373291016
2025-04-02,32.099998474121094,122.6500015258789,555.0,233.6999969482422,216.5,15.40999984741211,461.6000061035156,23.899999618530273,127.80000305175781,386.3999938964844,826.0,17653.734375,837.5999755859375,8.923999786376953,15.029999732971191,165.62442016601562,8.244000434875488,69.13999938964844,75.58000183105469,58.02000045776367
2025-04-01,32.099998474121094,123.1500015258789,560.4000244140625,233.8000030517578,210.0,15.529999732971191,455.1000061035156,22.770000457763672,128.25,384.70001220703125,831.5,17609.685546875,832.2000122070312,9.0,14.904999732971191,163.41249084472656,8.248000144958496,68.94999694824219,75.72000122070312,57.540000915527344
2025-03-31,31.260000228881836,119.75,565.5,234.0,211.8000030517578,15.104999542236328,451.3999938964844,22.739999771118164,125.44999694824219,377.3999938964844,827.0,17237.71875,811.2000122070312,8.758000373840332,14.875,158.7177734375,7.934000015258789,68.05999755859375,75.19999694824219,56.0
2025-03-28,31.514999389648438,121.0,587.0,234.0,218.39999389648438,15.664999961853027,456.0,23.770000457763672,129.85000610351562,390.3999938964844,847.0,17550.955078125,835.4000244140625,8.890000343322754,15.420000076293945,162.96107482910156,8.574000358581543,69.04000091552734,76.69999694824219,57.20000076293945
2025-03-27,31.90999984741211,119.4000015258789,600.0,224.39999389648438,210.39999389648438,15.795000076293945,457.20001220703125,24.0,136.1999969482422,400.0,859.0,17639.052734375,856.4000244140625,8.850000381469727,15.234999656677246,165.39871215820312,8.343999862670898,69.83999633789062,77.9000015258789,59.099998474121094
2025-03-26,31.225000381469727,116.80000305175781,613.0,224.8000030517578,211.39999389648438,15.885000228881836,445.20001220703125,24.709999084472656,136.3000030517578,400.3999938964844,860.0,17560.744140625,852.0,8.805999755859375,15.46500015258789,164.81187438964844,8.210000038146973,70.11000061035156,78.5,57.84000015258789
2025-03-25,32.31999969482422,116.94999694824219,631.0,226.60000610351562,229.6999969482422,15.829999923706055,455.79998779296875,25.610000610351562,140.75,403.0,866.5,17599.8984375,864.2000122070312,9.0,15.75,164.94729614257812,8.289999961853027,69.9000015258789,78.69999694824219,57.7599983215332
2025-03-24,32.6349983215332,108.55000305175781,616.5,227.0,223.8000030517578,15.890000343322754,461.29998779296875,26.219999313354492,139.64999389648438,401.0,857.5,17756.515625,839.4000244140625,8.965999603271484,16.110000610351562,160.56857299804688,8.0,69.3499984741211,76.77999877929688,57.34000015258789
2025-03-21,31.510000228881836,106.80000305175781,611.5,221.1999969482422,222.6999969482422,15.645000457763672,458.8999938964844,26.81999969482422,135.1999969482422,400.20001220703125,853.0,17609.685546875,819.0,8.942000389099121,16.100000381469727,159.80116271972656,7.800000190734863,68.19999694824219,76.12000274658203,56.040000915527344
2025-03-20,31.290000915527344,107.9000015258789,615.5,223.0,222.5,15.069999694824219,466.1000061035156,26.1299991607666,138.1999969482422,403.20001220703125,859.0,17766.3046875,822.7999877929688,8.789999961853027,16.475000381469727,162.50965881347656,7.809999942779541,68.27999877929688,78.30000305175781,56.119998931884766
2025-03-19,31.065000534057617,110.19999694824219,621.5,218.8000030517578,218.1999969482422,15.1899995803833,488.20001220703125,27.219999313354492,138.89999389648438,409.20001220703125,864.5,17893.556640625,825.5999755859375,8.829999923706055,16.78499984741211,165.08273315429688,7.8480000495910645,68.26000213623047,79.30000305175781,56.65999984741211
2025-03-18,31.469999313354492,110.80000305175781,629.5,208.8000030517578,217.1999969482422,15.274999618530273,491.1000061035156,27.700000762939453,139.0,410.20001220703125,875.0,17942.498046875,830.0,9.062000274658203,16.989999771118164,168.19749450683594,7.800000190734863,68.4000015258789,80.04000091552734,56.880001068115234
2025-03-17,31.575000762939453,110.30000305175781,638.0,202.0,216.0,15.170000076293945,485.6000061035156,28.139999389648438,138.8000030517578,409.79998779296875,873.5,17844.61328125,809.2000122070312,8.965999603271484,17.128000259399414,166.88839721679688,7.72599983215332,67.66000366210938,79.12000274658203,56.58000183105469
2025-03-14,32.02000045776367,107.80000305175781,639.0,189.3000030517578,216.0,14.970000267028809,483.0,27.479999542236328,137.14999389648438,398.3999938964844,863.5,17619.474609375,795.0,8.904000282287598,17.232622146606445,166.16612243652344,7.763999938964844,67.38999938964844,78.12000274658203,55.79999923706055
2025-03-13,32.380001068115234,103.5,635.0,182.89999389648438,213.3000030517578,14.895000457763672,478.79998779296875,27.549999237060547,132.60000610351562,391.6000061035156,832.0,17502.01171875,765.2000122070312,8.760000228881836,16.983522415161133,159.21432495117188,7.480000019073486,66.62999725341797,74.0199966430664,54.68000030517578
2025-03-12,28.5,100.9000015258789,632.0,183.60000610351562,209.6999969482422,14.739999771118164,475.0,25.6299991607666,129.14999389648438,394.0,835.0,17433.4921875,756.5999755859375,8.534000396728516,17.06821632385254,156.912109375,7.369999885559082,66.16999816894531,71.63999938964844,54.52000045776367
2025-03-11,28.6299991607666,96.31999969482422,591.0,181.89999389648438,209.6999969482422,14.600000381469727,467.20001220703125,23.8700008392334,128.25,385.6000061035156,833.5,17609.685546875,740.0,8.72599983215332,16.933704376220703,151.946533203125,7.179999828338623,65.27999877929688,70.31999969482422,53.08000183105469
2025-03-10,28.424999237060547,96.0999984741211,585.0,182.0,212.60000610351562,14.494999885559082,469.0,23.3799991607666,128.0,389.20001220703125,829.5,17619.474609375,741.2000122070312,8.708000183105469,16.948650360107422,152.57850646972656,7.185999870300293,64.80000305175781,70.80000305175781,53.900001525878906
2025-03-07,28.899999618530273,100.05000305175781,581.0,180.0,215.5,14.53499984741211,483.79998779296875,23.280000686645508,131.64999389648438,392.20001220703125,839.0,17893.556640625,765.5999755859375,8.668000221252441,16.819116592407227,158.4017791748047,7.168000221252441,64.45999908447266,73.0,54.779998779296875
2025-03-06,29.165000915527344,99.4800033569336,594.0,178.5,215.8000030517578,14.510000228881836,485.1000061035156,23.649999618530273,133.10000610351562,389.20001220703125,842.0,18108.904296875,752.2000122070312,8.61400032043457,17.58135986328125,157.31837463378906,7.165999889373779,64.19999694824219,72.0,54.619998931884766
2025-03-05,28.614999771118164,97.5,549.0,176.0,219.1999969482422,14.069999694824219,488.20001220703125,25.110000610351562,132.75,388.6000061035156,814.0,17639.052734375,736.0,8.390000343322754,17.43688201904297,153.6619110107422,7.0960001945495605,63.27000045776367,70.0,54.0
2025-03-04,27.559999465942383,90.81999969482422,515.0,173.89999389648438,216.0,13.800000190734863,488.1000061035156,25.280000686645508,127.3499984741211,378.3999938964844,787.5,16983.216796875,708.0,8.319999694824219,16.500272750854492,145.80728149414062,7.013999938964844,62.15999984741211,65.95999908447266,52.52000045776367
2025-03-03,28.09000015258789,96.0,529.5,183.1999969482422,221.0,14.199999809265137,500.0,25.700000762939453,131.6999969482422,394.0,800.5,17825.03515625,743.7999877929688,8.418000221252441,17.05825424194336,154.24874877929688,7.193999767303467,64.12000274658203,69.91999816894531,54.86000061035156
2025-02-28,27.989999771118164,95.05999755859375,543.5,188.8000030517578,221.60000610351562,13.930000305175781,495.6000061035156,25.049999237060547,129.4499969482422,409.20001220703125,802.0,17873.978515625,740.2000122070312,8.227999687194824,16.67464256286621,153.48133850097656,7.124000072479248,62.70000076293945,69.0999984741211,53.91999816894531
