Date,AAL.L,ABF.L,AHT.L,ANTO.L,AV.L,AZN.L,BA.L,BARC.L,BATS.L,BDEV.L,BKG.L,BLND.L,BNZL.L,BP.L,BT-A.L,CNA.L,CRDA.L,DGE.L,FCIT.L,GSK.L,HLMA.L,HSBA.L,HSX.L,III.L,IMB.L,INF.L,JD.L,JMAT.L,KGF.L,LAND.L,LGEN.L,LLOY.L,NG.L,NWG.L,NXT.L,PRU.L,PSN.L,PSON.L,REL.L,RIO.L,RKT.L,RR.L,RTO.L,SBRY.L,SDR.L,SGE.L,SGRO.L,SMDS.L,SMIN.L,SMT.L,SN.L,SPX.L,SSE.L,STAN.L,STJ.L,SVT.L,TSCO.L,TW.L,ULVR.L,UU.L,VOD.L,WEIR.L,WPP.L,WTB.L
2000-01-04,535.354,205.926,97.59,40.313,255.62,1035.377,152.524,178.485,97.129,86.091,423.616,130.804,188.111,200.48,389.602,57.216,153.215,245.609,153.058,479.298,66.238,233.533,118.67,528.443,101.318,319.39,0.927,408.427,269.761,239.391,48.847,180.349,150.365,1768.338,293.878,396.946,82.444,748.857,267.902,509.777,307.369,40.175,141.187,142.03,92.531,419.277,257.668,43.302,626.809,67.278,149.525,229.822,134.284,378.04,117.425,263.17,99.278,46.747,461.551,162.733,72.562,115.24,512.249,382.907
2000-01-05,540.039,209.185,96.729,40.313,247.94,1014.196,149.817,174.21,98.079,85.339,418.467,131.283,189.462,200.48,366.605,59.062,160.284,248.065,151.326,478.447,65.679,224.873,85.612,510.336,106.343,310.992,0.933,420.096,275.058,244.896,47.67,180.1,151.175,1784.896,286.711,376.145,81.073,699.782,260.57,487.297,321.023,39.778,134.054,144.818,90.618,389.029,255.099,43.41,619.857,66.064,150.451,226.19,135.909,363.072,114.51,266.926,100.916,48.61,464.588,165.095,69.042,118.483,462.08,381.972
2000-01-06,553.289,229.048,95.581,40.452,245.746,1012.092,151.124,167.69,95.959,85.038,412.774,134.952,197.841,202.498,333.749,58.179,159.446,270.415,148.177,473.342,65.12,217.491,118.67,497.947,114.855,311.255,1.024,414.262,290.316,244.896,47.155,174.138,149.878,1788.207,288.144,378.919,81.073,662.695,253.52,504.589,345.267,39.424,142.822,144.402,85.567,365.37,256.199,45.236,637.239,65.778,148.813,226.19,139.496,338.598,125.908,287.255,100.916,49.795,479.77,171.526,66.95,124.22,458.119,386.337
2000-01-07,572.829,222.22,95.581,40.452,251.231,1036.115,144.964,163.949,96.836,86.694,416.044,136.547,195.408,200.817,328.821,57.136,159.708,277.538,149.121,490.359,64.841,219.195,118.67,507.477,115.675,312.304,1.021,428.848,288.62,245.962,47.449,168.052,146.8,1799.797,290.533,383.426,81.415,637.221,251.828,511.16,369.233,40.352,157.684,140.865,85.72,373.456,260.231,45.666,637.934,65.207,149.525,238.641,141.053,341.429,133.595,297.419,99.551,50.981,503.051,174.544,70.716,121.725,475.283,405.046
2000-01-10,578.852,224.548,92.711,40.685,252.877,1064.781,141.977,166.194,95.521,83.232,410.386,130.887,191.895,194.93,332.105,58.741,159.446,265.503,152.586,499.434,65.959,220.188,114.432,531.302,117.418,323.589,1.04,437.6,285.442,245.962,47.082,172.772,149.554,1814.699,281.454,396.253,81.415,734.996,276.786,499.747,361.151,40.529,152.928,138.576,91.919,401.308,259.131,44.914,637.586,66.493,149.525,244.607,144.911,349.115,127.498,294.326,96.41,49.287,484.831,177.431,74.285,121.476,498.254,392.885
2000-01-11,565.602,213.53,91.85,42.312,246.843,1057.192,134.602,161.598,89.601,82.028,411.907,130.806,191.084,191.566,322.798,58.42,160.808,258.135,151.798,502.837,66.518,213.232,116.551,523.201,111.778,330.15,1.04,467.941,244.543,243.475,45.095,164.947,147.934,1793.174,273.331,379.612,81.587,808.046,289.335,487.643,362.266,40.131,154.712,137.119,89.317,413.587,256.936,43.625,632.372,65.993,154.154,246.941,143.895,334.957,125.377,292.779,93.132,49.457,477.24,178.481,73.301,121.725,496.406,386.025
2000-01-12,559.178,221.134,89.84,42.545,241.906,1048.342,133.482,167.263,91.209,78.416,407.952,130.404,184.597,191.734,327.453,56.654,160.546,262.556,151.326,507.375,66.518,217.207,115.28,516.531,113.419,330.675,1.04,441.685,237.338,246.139,46.935,166.189,147.448,1751.781,268.552,374.065,78.673,798.68,277.209,459.283,361.43,41.546,159.765,132.334,88.016,429.759,255.099,42.765,640.715,65.993,153.798,253.167,138.345,350.734,125.908,273.997,91.903,48.779,483.819,180.975,74.408,119.979,504.592,379.165
2000-01-13,568.948,221.289,89.553,43.242,239.712,1049.184,131.709,165.232,94.498,81.275,403.389,126.385,184.868,191.903,336.487,56.333,159.708,262.31,152.271,493.478,66.518,215.929,114.856,508.43,116.188,331.463,1.11,438.184,232.252,243.475,45.169,166.313,147.286,1741.846,249.438,373.372,77.645,821.906,274.389,468.621,370.069,40.662,155.009,126.716,87.25,478.275,253.998,41.476,609.427,66.136,150.237,248.239,140.173,355.588,119.811,282.394,91.494,48.271,475.975,181.631,75.442,116.487,531.524,377.918
2000-01-14,570.019,220.823,90.989,43.707,240.261,1064.362,131.055,165.659,94.717,80.222,401.868,127.189,184.327,186.016,350.177,59.142,158.609,263.538,154.475,515.6,66.518,215.787,114.432,504.141,113.009,333.037,1.11,429.724,238.186,236.017,45.978,167.059,146.8,1710.387,253.261,380.999,77.645,807.296,282.143,465.854,368.118,41.192,156.049,132.958,88.245,486.661,252.904,40.186,612.556,66.35,145.111,245.904,145.452,364.69,127.498,282.394,92.313,47.932,489.892,176.906,80.488,114.242,564.002,361.704
2000-01-17,573.498,220.668,96.155,43.847,233.678,1060.986,130.402,157.964,93.548,79.018,397.305,123.651,184.327,185.175,364.961,57.697,157.561,255.679,154.633,491.209,66.518,214.794,114.856,511.765,116.598,338.024,1.126,423.014,229.709,232.82,45.757,166.313,144.531,1728.6,258.995,378.919,76.616,830.522,279.182,466.892,357.807,41.059,160.211,137.452,90.312,487.26,247.04,39.576,594.13,66.85,146.891,243.31,142.271,361.049,128.558,283.498,89.036,46.916,468.384,172.313,86.518,113.494,596.215,341.436
2000-01-18,550.21,223.151,92.137,43.847,232.581,1031.902,127.508,152.727,93.913,74.653,394.323,122.204,184.057,187.025,350.999,56.253,149.969,248.802,153.688,479.582,66.518,211.67,115.704,492.229,114.547,332.775,1.119,417.471,227.166,237.615,44.507,159.482,142.749,1692.173,254.695,353.611,75.759,808.046,276.786,457.554,364.495,39.557,160.359,141.489,100.568,467.194,242.639,39.576,580.572,66.635,145.253,240.457,144.504,345.272,123.257,291.674,88.353,45.9,456.996,171.263,83.269,111.498,575.62,328.34
2000-01-19,554.493,226.255,90.702,43.847,221.062,1001.975,128.442,148.666,91.574,72.696,394.932,122.204,181.895,189.212,339.499,57.136,154.839,254.205,151.956,484.97,66.797,205.708,114.856,487.94,108.702,322.802,1.065,399.675,214.876,239.568,42.447,153.272,145.179,1589.517,243.704,382.385,75.759,787.067,275.939,459.283,370.905,40.838,160.508,146.483,94.598,460.605,242.271,39.358,577.096,66.136,145.823,238.641,143.151,335.159,118.486,293.0,92.996,45.392,438.524,173.101,84.992,111.249,574.3,329.587
2000-01-20,545.928,222.996,88.692,43.707,211.188,993.12,136.003,143.643,88.797,70.74,394.323,115.853,179.192,182.652,330.189,57.457,155.938,242.662,149.751,474.477,66.518,196.48,117.823,470.786,103.882,322.802,1.04,420.096,219.538,239.568,42.3,152.154,138.86,1627.599,255.65,383.426,76.616,806.172,274.248,449.945,390.411,40.352,151.442,146.066,103.093,471.087,237.876,39.576,573.967,65.564,146.535,238.641,141.729,314.932,123.257,285.708,92.04,44.714,426.631,163.652,85.657,111.249,560.042,317.114
2000-01-21,536.291,213.53,90.127,43.707,218.319,989.75,136.003,153.796,87.701,65.773,388.239,116.335,174.868,189.212,330.737,58.018,148.869,242.416,150.066,468.521,65.959,205.282,114.432,470.31,102.754,319.653,1.005,420.096,223.352,235.839,45.169,158.985,136.754,1667.338,257.084,382.039,75.588,810.294,272.696,442.337,386.51,40.264,148.618,144.319,103.17,454.616,232.012,38.377,571.186,65.207,144.541,230.859,144.775,334.957,123.257,274.66,92.996,42.851,422.836,163.258,81.3,108.505,538.389,315.243
2000-01-24,521.971,211.632,96.729,43.707,223.804,970.359,128.908,153.369,86.093,65.171,367.918,109.019,172.705,193.753,330.189,59.222,148.869,240.697,151.169,446.966,65.679,203.578,112.737,483.651,102.651,313.617,1.005,453.354,219.75,235.306,44.066,160.972,141.129,1698.797,253.022,387.932,73.531,863.114,280.029,434.036,375.921,40.396,146.686,140.781,103.782,448.926,229.811,37.613,564.928,65.35,140.625,226.449,140.443,330.507,122.727,273.555,91.221,42.343,413.22,169.426,82.211,102.269,568.755,314.308
2000-01-25,511.799,205.147,98.738,43.056,222.159,970.359,123.681,147.383,83.023,66.224,370.047,111.511,170.003,188.707,329.643,61.148,148.345,233.083,148.019,435.338,65.4,200.171,114.432,481.745,101.523,301.282,0.986,471.733,211.061,235.129,43.771,154.265,142.425,1675.616,241.793,381.345,72.845,869.857,276.08,418.128,377.593,38.187,145.349,144.402,102.328,447.728,228.711,38.704,518.691,63.35,141.337,217.371,139.631,323.225,116.365,273.776,89.036,42.851,414.485,168.77,81.177,91.044,546.575,321.48
2000-01-26,498.683,208.626,98.451,42.684,232.855,985.536,128.162,158.285,83.754,65.923,363.963,118.908,169.192,186.689,340.321,60.506,148.345,222.276,148.807,437.04,64.282,204.43,111.042,497.947,101.831,301.282,0.976,487.195,213.18,239.213,44.801,160.724,142.587,1713.698,236.058,396.253,72.16,846.631,284.682,409.827,360.594,38.673,139.404,145.151,104.7,448.027,227.611,39.249,491.574,64.35,135.997,217.89,139.361,345.879,114.775,289.464,88.899,41.835,407.147,173.626,85.903,98.029,559.777,325.845
2000-01-27,492.794,205.621,97.59,42.173,229.838,1006.189,125.641,168.118,81.123,68.783,362.442,121.239,167.84,187.025,359.484,60.747,148.345,223.013,149.594,444.414,64.282,212.522,111.465,494.135,98.447,304.956,0.976,482.527,203.009,237.082,44.286,167.431,140.967,1746.813,219.811,411.16,71.817,822.656,285.246,408.098,346.103,38.142,137.175,142.737,106.92,430.957,230.911,40.448,499.57,64.921,122.326,216.593,138.142,343.452,121.932,272.229,90.674,41.835,397.531,171.919,85.288,110.999,570.603,321.168
2000-01-28,470.309,202.932,97.016,41.754,227.919,978.366,128.068,161.171,77.908,68.783,370.047,119.149,167.57,186.857,346.344,59.623,147.769,223.75,148.649,462.281,64.282,208.547,111.042,490.323,95.063,307.056,0.976,472.317,202.161,241.344,42.006,159.73,141.777,1755.092,234.864,407.346,71.817,803.55,282.143,404.64,339.973,37.347,134.202,139.533,105.848,439.941,238.607,41.647,497.832,64.136,128.877,210.886,134.42,327.473,117.955,260.739,90.128,41.327,393.736,165.358,84.623,109.253,539.182,310.878
2000-01-31,466.026,203.881,95.007,40.127,224.353,957.713,123.961,159.781,79.735,63.967,367.005,120.033,167.03,182.989,323.62,60.586,142.376,224.732,147.862,449.803,65.12,205.424,111.042,485.557,92.499,307.056,0.97,448.978,200.678,240.811,43.183,154.638,137.726,1659.059,231.28,395.906,71.131,783.696,281.156,399.798,339.973,36.949,141.782,141.489,106.767,446.749,235.675,41.647,499.223,63.636,129.802,206.736,130.426,311.898,112.124,255.657,89.172,39.633,383.108,156.434,83.318,108.006,519.378,311.814
2000-02-01,481.953,200.876,92.998,39.987,224.902,957.29,124.801,157.751,79.296,60.806,364.876,119.31,166.219,183.661,325.809,60.586,141.8,221.048,148.807,446.683,64.841,203.862,112.737,486.511,88.089,306.531,0.97,437.6,208.731,242.943,43.33,152.899,139.022,1607.73,215.511,397.986,70.103,783.696,274.106,395.648,347.775,36.728,134.648,137.327,103.399,455.161,230.18,40.121,500.613,64.85,121.044,196.619,128.328,316.752,111.329,252.121,89.582,38.786,373.239,157.484,88.61,105.262,569.283,305.577
2000-02-02,482.087,203.407,92.424,39.987,225.999,977.947,127.322,155.185,77.396,59.0,362.746,120.194,161.354,184.334,267.218,58.901,136.93,222.767,148.649,460.58,62.325,202.585,108.499,500.806,86.243,306.531,0.97,437.017,203.009,240.811,41.785,155.135,137.564,1620.976,221.962,396.599,68.903,814.04,266.775,399.452,356.693,37.7,137.472,130.045,106.843,447.951,225.779,38.595,493.66,65.707,129.446,194.025,126.298,321.809,106.292,243.062,89.309,38.278,362.105,148.402,94.887,101.022,569.547,300.9
2000-02-03,473.922,202.3,73.48,40.08,227.096,992.278,125.361,155.079,82.366,62.16,351.855,122.204,160.002,176.766,266.945,59.302,136.93,228.416,149.436,452.922,63.443,208.405,111.889,492.705,82.757,317.553,0.97,443.435,205.34,241.877,41.785,155.632,144.369,1665.682,220.289,388.279,68.389,816.287,281.298,401.527,360.037,38.01,146.835,130.669,110.441,476.793,220.647,37.831,499.223,66.493,135.285,192.469,123.996,330.102,107.353,235.77,87.807,40.48,366.407,146.46,90.703,99.026,577.204,302.147
2000-02-04,473.655,194.866,68.026,39.987,220.513,951.391,123.308,148.239,80.758,59.903,330.621,116.255,158.11,169.365,282.002,58.259,136.93,218.592,149.594,436.473,63.443,197.9,110.194,475.551,78.962,324.114,0.97,450.437,194.956,240.634,39.652,151.533,145.989,1596.14,219.811,358.465,65.818,823.405,282.849,394.61,357.529,37.789,142.228,128.089,106.384,495.42,215.883,37.395,502.004,67.064,135.641,192.469,118.311,311.291,104.702,227.594,86.851,41.157,357.55,139.242,85.288,97.28,577.204,292.481
2000-02-07,486.37,187.59,63.434,39.987,215.028,923.992,114.533,151.445,82.512,60.204,335.184,112.476,158.11,167.515,285.287,59.463,136.407,228.416,148.964,426.83,62.884,198.61,105.956,481.745,81.629,325.426,0.967,446.352,181.182,238.68,39.284,153.396,146.313,1642.501,215.033,341.131,65.818,816.287,279.182,404.986,341.366,36.507,139.553,122.263,105.772,517.352,215.883,37.395,500.613,67.064,129.945,191.172,117.837,299.357,103.642,216.546,85.895,43.02,350.465,144.36,82.334,95.784,576.412,286.557
2000-02-08,488.377,193.126,55.397,39.987,215.302,950.548,112.48,154.437,75.496,58.548,333.055,111.109,153.786,166.674,291.313,59.142,133.422,228.416,150.066,431.652,62.884,203.437,105.956,493.182,82.757,324.114,0.964,436.725,182.666,237.97,41.049,157.743,161.383,1743.502,216.467,344.944,65.647,881.47,290.322,394.61,323.81,37.568,141.931,118.31,108.604,535.678,212.582,36.741,462.024,68.707,128.378,189.356,123.726,333.541,100.991,207.486,86.851,42.682,341.609,146.46,87.454,94.038,621.828,275.02
2000-02-09,487.44,198.345,58.267,39.987,215.302,983.427,114.72,150.483,81.562,58.398,333.055,106.205,153.246,156.751,293.229,57.858,132.584,227.925,150.224,443.28,62.884,202.585,105.956,582.288,83.064,326.739,0.957,455.105,178.427,234.773,43.109,160.103,156.522,1496.796,208.821,350.838,65.647,923.052,349.965,371.093,334.678,36.463,144.308,123.387,108.145,559.112,208.55,35.433,467.934,68.992,122.468,189.356,127.042,319.989,99.666,207.707,85.212,42.682,342.621,147.903,82.531,93.788,668.3,272.525
2000-02-10,477.134,196.131,58.841,39.429,217.222,973.729,113.32,159.995,83.462,57.194,329.1,107.893,154.056,163.983,279.813,57.457,126.091,224.241,148.649,442.145,62.325,199.745,105.956,562.275,88.089,335.924,0.852,444.019,182.878,232.642,41.859,170.536,153.119,1448.779,205.476,344.251,65.132,878.099,356.733,353.8,328.269,35.623,138.958,128.505,106.997,533.575,207.087,34.452,446.38,67.564,111.788,186.762,118.446,308.459,102.581,210.801,88.763,42.004,345.404,145.147,84.549,93.289,635.558,275.955
2000-02-11,464.688,186.324,59.989,39.243,212.285,934.951,113.973,157.216,81.489,56.441,324.537,105.803,153.246,161.292,274.063,55.611,122.844,225.469,148.177,433.07,62.325,194.209,103.413,549.886,86.859,346.947,0.817,409.011,202.373,232.287,42.226,155.507,161.707,1442.156,236.775,326.917,64.275,850.003,347.709,358.988,311.27,35.933,137.026,128.713,106.002,483.403,199.754,34.016,461.677,68.207,111.646,183.131,115.739,292.076,100.991,212.568,89.172,41.157,338.572,142.129,86.592,92.292,602.553,284.998
2000-02-14,453.311,188.539,63.147,39.243,197.474,903.335,117.52,153.155,85.362,55.99,316.323,106.607,153.246,161.965,269.956,55.611,122.844,230.381,147.704,425.696,62.046,196.054,105.108,526.537,85.32,360.856,0.817,410.469,203.009,229.801,40.976,149.173,150.527,1336.188,224.59,309.236,63.59,809.544,335.16,354.492,308.205,34.209,141.336,131.002,105.695,475.591,195.359,34.888,472.801,67.35,113.924,183.131,119.868,277.715,94.895,209.917,89.992,41.327,340.597,141.735,81.3,90.546,601.497,277.514
2000-02-15,450.635,186.166,60.276,39.243,201.863,933.266,117.707,153.689,81.123,56.592,309.995,110.305,153.246,159.442,276.252,59.222,119.336,230.627,146.444,427.965,58.692,201.023,99.175,551.315,84.603,373.191,0.817,418.929,201.526,222.52,38.548,139.981,147.934,1303.073,216.467,312.357,61.019,827.9,331.635,366.251,312.942,34.297,140.444,127.756,103.323,480.999,181.794,34.888,466.891,67.85,117.342,180.278,121.763,272.254,100.196,211.906,88.763,40.988,345.151,145.41,76.426,88.051,606.777,272.837
2000-02-16,451.705,191.228,59.415,37.57,204.606,925.254,117.614,165.446,82.585,53.732,286.631,108.697,153.516,171.72,266.396,58.981,115.252,256.907,147.704,413.784,58.972,213.09,89.85,596.107,88.499,374.503,0.817,430.015,187.328,226.071,39.872,148.179,152.957,1291.483,213.599,347.024,56.734,800.928,349.965,387.001,323.531,35.535,138.215,133.374,103.323,476.192,182.531,34.125,487.055,67.493,119.478,175.349,124.605,288.637,97.28,214.115,94.908,40.48,370.709,153.021,77.239,86.804,609.418,286.245
2000-02-17,478.741,214.479,59.415,37.012,205.703,922.726,118.454,170.683,88.943,52.227,285.11,105.16,156.219,170.374,263.934,56.975,114.728,247.819,148.492,417.471,58.972,213.8,89.85,568.469,91.986,386.313,0.817,428.848,198.983,226.071,43.771,147.682,155.874,1223.597,207.387,343.211,56.734,786.693,352.785,386.656,348.611,36.816,138.81,127.964,101.792,466.878,191.69,33.361,495.051,67.635,122.682,175.349,136.315,302.796,99.931,228.478,100.78,40.988,386.397,161.552,79.38,92.292,543.406,310.566
2000-02-18,460.94,210.525,57.119,36.826,218.319,907.129,122.188,176.133,84.851,54.635,291.195,108.778,158.921,163.479,263.934,58.58,114.728,246.591,148.019,417.188,58.972,203.72,90.698,538.45,91.063,405.471,0.817,406.385,205.128,224.828,44.139,147.806,152.957,1289.827,208.821,340.091,57.762,825.278,350.388,367.634,323.81,36.198,137.472,121.015,100.568,453.659,200.492,32.162,497.832,67.35,127.31,175.349,138.278,311.089,98.34,237.317,100.78,42.512,393.483,158.796,77.903,92.79,529.94,304.33
2000-02-21,443.675,211.79,58.841,36.919,212.285,897.012,116.774,171.5,80.539,56.441,307.866,113.843,161.894,157.592,287.752,59.784,117.399,261.819,145.027,410.948,58.133,199.887,87.307,530.349,88.294,407.308,0.817,408.427,201.314,229.09,44.654,148.832,151.985,1216.974,211.927,336.971,61.019,797.931,348.696,377.318,316.286,35.888,136.729,120.265,94.674,439.539,207.819,31.944,528.425,66.136,124.604,173.274,141.391,305.628,103.907,230.688,97.502,42.851,390.699,166.145,76.426,92.292,543.934,307.136
2000-02-22,418.915,210.841,58.554,36.965,200.217,892.375,116.68,160.924,75.861,60.505,316.931,111.672,159.462,150.024,301.442,59.142,120.383,263.047,144.712,408.396,58.133,193.499,77.983,527.966,86.243,412.557,0.817,386.547,207.247,232.287,42.079,141.14,153.767,1162.335,207.865,325.53,63.247,724.506,332.763,354.838,293.435,36.551,126.177,113.316,89.164,433.229,211.482,31.399,531.554,65.421,124.604,171.977,142.745,287.424,102.051,220.965,92.586,43.528,395.76,157.221,84.672,91.543,546.047,313.684
2000-02-23,440.597,222.704,58.267,37.198,198.572,902.492,118.827,161.36,74.984,58.849,307.866,110.627,156.219,155.308,318.965,58.099,124.991,259.854,145.342,411.799,57.854,200.313,72.897,542.261,89.012,412.819,0.817,437.6,203.645,236.017,43.918,140.499,153.605,1177.236,213.122,322.064,63.761,812.541,341.364,364.867,305.697,37.303,132.865,113.191,96.588,506.836,212.951,31.835,551.717,66.493,135.641,171.458,146.603,303.201,98.34,223.175,93.406,42.851,397.531,160.108,85.854,88.55,591.199,315.867
2000-02-24,433.771,221.122,58.267,37.198,194.732,811.864,113.133,159.507,76.227,55.087,286.631,109.34,155.408,150.566,300.893,58.42,125.306,245.854,145.5,421.442,57.574,203.862,74.593,540.832,84.5,412.819,0.817,438.184,206.399,234.063,43.992,138.192,156.036,1157.367,211.927,305.076,63.761,827.526,309.216,339.275,298.452,36.507,129.298,110.195,93.603,485.806,211.482,31.944,530.511,67.564,135.142,176.387,148.769,324.034,101.521,219.197,93.269,42.851,367.925,157.352,86.887,86.555,588.03,312.749
2000-02-25,406.066,220.015,58.267,37.198,199.669,891.956,111.173,156.236,77.25,55.839,282.677,108.697,154.867,156.493,315.404,68.129,124.991,235.785,146.13,427.965,56.456,205.282,76.288,537.973,84.295,413.344,0.817,444.894,204.704,237.615,43.845,133.064,159.6,1165.646,219.572,313.743,60.676,790.064,283.695,333.741,289.256,36.109,123.205,108.114,96.817,483.102,210.019,30.854,533.64,67.921,128.877,176.906,145.587,331.72,100.991,229.583,92.313,48.44,366.407,163.389,89.053,85.307,618.923,312.749
2000-02-28,392.816,222.704,58.59,37.384,194.732,889.424,114.067,155.255,77.761,52.979,271.481,110.948,156.219,156.324,302.537,65.481,124.468,234.802,146.917,432.384,56.736,204.43,74.593,534.638,82.962,413.607,0.817,437.6,200.678,237.97,44.58,138.32,159.114,1258.368,232.713,316.517,59.476,775.079,266.069,322.674,289.813,36.33,122.461,105.7,100.415,474.69,206.718,30.636,540.94,67.778,128.165,176.906,145.452,337.788,99.401,233.339,92.04,47.085,365.142,169.164,84.377,84.809,640.047,318.05
2000-02-29,386.66,223.811,60.899,37.57,207.348,878.148,117.054,166.375,76.154,51.775,271.481,111.752,155.408,165.131,302.809,68.611,124.991,237.504,148.019,438.449,56.736,209.399,72.897,537.496,85.936,419.905,0.817,421.263,202.373,245.251,45.463,149.473,159.114,1379.237,250.872,323.797,59.476,787.442,262.122,324.403,306.811,36.463,122.759,108.405,93.45,479.196,204.887,30.527,536.073,68.492,145.894,174.83,143.557,361.656,99.666,233.118,93.679,45.9,390.446,171.788,87.454,83.561,645.064,327.092
2000-03-01,393.084,235.357,60.899,37.616,217.77,907.972,120.321,160.924,78.2,56.893,300.26,120.355,155.678,164.962,299.798,72.543,130.437,235.048,148.649,463.289,56.177,204.288,73.745,565.134,92.704,426.466,0.817,423.597,216.147,249.868,46.42,145.499,162.355,1365.991,248.483,343.904,61.876,842.136,250.418,327.516,302.074,36.772,104.33,111.11,98.042,493.918,203.424,30.636,544.417,70.064,135.854,174.83,147.956,362.465,99.401,243.725,101.326,49.287,403.098,175.463,86.715,89.797,673.845,332.705
2000-03-02,409.412,231.719,60.033,37.663,219.965,937.056,121.254,160.161,77.981,58.247,293.324,117.702,163.516,169.873,321.427,69.333,140.491,233.82,148.807,458.379,57.574,201.023,73.745,567.516,90.858,422.005,0.824,440.518,229.922,249.691,46.052,147.165,163.003,1453.746,234.147,339.397,61.019,820.782,247.457,361.063,296.222,33.767,93.332,112.275,94.292,512.545,200.123,30.418,536.769,70.207,137.065,170.68,144.64,353.565,97.81,242.178,99.824,49.118,403.604,170.476,87.38,89.049,674.637,335.511
2000-03-03,405.129,227.449,59.168,37.756,221.61,924.834,117.614,164.631,82.95,62.16,292.107,119.631,171.624,167.333,356.749,73.827,150.492,221.785,153.373,436.427,58.692,200.313,73.745,596.107,86.141,421.217,0.824,449.27,237.762,249.691,45.095,144.986,170.132,1425.598,243.704,352.571,61.533,862.74,249.149,338.237,300.681,33.236,89.32,108.114,99.496,516.751,198.654,30.745,521.472,70.921,136.709,167.308,146.129,343.25,103.907,246.155,98.322,48.948,392.723,166.539,90.949,89.049,687.311,320.233
2000-03-06,409.948,222.387,58.879,37.756,226.626,940.576,119.201,165.067,80.173,62.16,294.237,119.872,176.759,167.164,352.639,81.29,152.692,223.487,154.008,435.85,58.692,195.486,73.745,635.18,90.14,421.217,0.824,437.6,229.709,253.065,45.316,140.884,168.026,1460.369,247.049,346.331,62.904,936.914,245.342,349.879,287.584,34.341,86.793,106.241,99.19,536.58,200.492,31.29,530.859,71.778,137.777,168.605,141.323,325.766,113.184,255.215,96.0,47.763,385.385,164.177,98.21,88.55,698.929,330.21
2000-03-07,404.862,225.234,60.033,37.802,220.409,955.958,115.28,165.176,76.3,61.257,298.739,119.229,175.138,171.228,320.332,80.568,152.377,211.224,151.627,443.359,55.897,195.486,73.745,640.898,90.14,421.742,0.824,449.27,214.664,255.729,42.962,137.679,178.234,1407.385,244.66,324.144,61.533,956.394,232.088,337.826,263.061,34.518,84.415,107.282,100.644,517.652,199.754,31.726,517.3,71.563,137.421,168.605,135.367,323.91,106.558,242.841,95.181,46.916,351.477,162.339,94.641,87.303,665.396,317.426
2000-03-08,390.273,220.647,60.033,38.592,216.453,958.097,113.507,164.413,72.499,59.0,300.26,117.3,171.894,187.826,320.608,80.568,151.592,205.217,150.992,434.694,55.059,199.461,69.507,629.938,87.782,421.217,0.817,449.27,210.214,254.663,41.417,136.654,180.826,1364.335,247.049,319.984,60.676,958.267,220.385,321.52,245.226,32.794,80.848,103.828,102.022,482.201,210.019,31.944,493.66,71.064,134.573,155.117,136.179,332.57,105.762,245.271,96.273,45.561,345.404,157.352,93.164,84.06,633.182,296.535
2000-03-09,390.809,225.076,59.168,38.592,215.323,993.991,107.906,161.251,73.669,55.99,294.237,122.204,171.624,186.471,360.033,77.599,141.8,200.462,151.15,451.735,55.338,200.171,72.897,645.663,89.73,430.403,0.82,449.27,218.478,254.308,43.551,132.552,187.632,1347.778,254.217,315.823,59.99,965.759,236.459,320.456,250.242,32.927,77.579,99.458,103.093,522.759,213.682,32.598,500.266,71.635,129.589,155.635,127.787,330.92,102.051,240.852,98.185,44.714,355.526,156.959,94.838,84.809,638.199,302.459
2000-03-10,386.526,218.433,58.302,38.592,208.259,1062.364,104.919,162.232,72.865,56.441,291.195,119.631,169.732,186.979,369.889,80.648,133.16,192.203,154.167,465.6,55.338,201.307,72.474,659.005,90.653,435.652,0.82,460.939,221.869,253.953,43.845,141.397,186.011,1324.598,255.65,328.65,58.791,914.437,245.906,327.9,267.241,32.75,77.876,108.946,101.256,543.49,214.414,32.053,498.527,71.921,130.301,153.82,125.282,331.951,102.051,232.013,96.956,44.545,347.682,149.609,94.469,83.561,651.401,285.309
2000-03-13,354.672,216.377,58.013,38.406,201.759,1102.645,107.485,161.905,73.936,54.936,288.152,116.174,168.921,185.963,355.378,82.333,133.16,197.96,152.103,481.774,55.338,200.234,78.831,685.689,90.243,428.566,0.82,460.939,210.002,254.131,42.226,140.115,180.664,1276.581,248.483,321.37,59.723,928.716,237.728,319.038,259.717,32.706,79.511,107.989,99.865,530.871,215.151,32.053,490.532,69.849,129.589,155.376,124.809,327.415,102.316,234.665,96.546,44.375,342.874,148.953,92.499,80.069,625.789,284.686
2000-03-14,376.756,209.101,56.859,37.802,208.541,1065.356,115.183,160.815,80.943,57.796,285.719,112.395,165.948,181.729,355.378,84.339,135.831,195.457,152.738,486.685,54.779,199.511,88.791,710.944,92.089,428.566,0.811,460.939,215.723,253.776,43.256,144.217,183.419,1317.975,250.872,327.611,59.364,892.547,237.305,339.598,254.422,33.325,78.025,102.912,99.092,548.297,217.715,31.617,498.527,70.207,121.044,160.823,124.064,327.415,100.991,223.617,97.093,44.375,349.453,151.709,91.884,80.069,624.204,293.728
