Date,AAL.L,ABF.L,AHT.L,ANTO.L,AV.L,AZN.L,BA.L,BARC.L,BATS.L,BDEV.L,BKG.L,BLND.L,BNZL.L,BP.L,BT-A.L,CNA.L,CRDA.L,DGE.L,FCIT.L,GSK.L,HLMA.L,HSBA.L,HSX.L,III.L,IMB.L,INF.L,JD.L,JMAT.L,KGF.L,LAND.L,LGEN.L,LLOY.L,NG.L,NWG.L,NXT.L,PRU.L,PSN.L,PSON.L,REL.L,RIO.L,RKT.L,RR.L,RTO.L,SBRY.L,SDR.L,SGE.L,SGRO.L,SMDS.L,SMIN.L,SMT.L,SN.L,SPX.L,SSE.L,STAN.L,STJ.L,SVT.L,TSCO.L,TW.L,ULVR.L,UU.L,VOD.L,WEIR.L,WPP.L,WTB.L
2009-04-06,850.713,516.11,42.926,313.754,107.547,1326.008,167.023,110.476,743.602,51.785,700.793,216.166,379.957,211.209,48.38,105.944,405.577,540.915,167.321,432.332,135.427,222.411,290.479,222.905,594.628,165.241,2.959,834.205,100.04,293.143,21.85,36.295,214.734,234.384,913.461,189.627,201.626,422.772,320.042,1003.152,1664.597,82.688,44.074,163.061,82.938,117.041,115.913,27.682,435.755,72.571,314.489,603.968,449.131,606.326,102.204,538.801,223.365,18.439,788.226,244.001,41.231,330.409,251.001,532.785
2009-04-07,824.625,515.323,37.045,312.572,102.351,1314.842,176.684,100.939,756.034,52.962,679.721,198.96,378.226,207.598,46.694,104.803,398.496,546.393,165.443,428.99,131.692,218.094,284.929,210.878,595.413,160.063,2.967,819.647,98.744,287.251,20.35,33.198,219.638,210.002,878.279,179.585,195.954,414.697,324.6,981.344,1703.248,80.909,44.074,162.04,81.408,115.811,104.873,24.875,440.935,70.695,316.735,596.722,449.131,568.431,102.969,536.709,224.868,19.81,813.594,244.991,40.658,314.946,242.769,514.751
2009-04-08,831.624,511.389,35.085,311.981,103.255,1312.05,174.904,101.003,767.512,55.894,679.042,213.362,370.952,206.549,46.694,104.689,407.007,535.437,163.753,426.066,130.906,215.627,290.479,205.105,601.697,159.915,3.054,842.94,100.411,304.044,20.308,32.652,218.208,205.283,879.536,184.003,197.804,406.962,315.81,1019.053,1684.905,81.354,44.282,162.55,80.025,114.513,109.013,25.456,435.108,71.488,336.952,599.983,441.302,581.378,104.04,530.955,228.557,21.429,803.93,244.248,41.182,309.614,242.047,522.344
2009-04-09,888.254,494.474,42.337,329.116,105.74,1292.509,171.345,113.612,750.775,65.48,692.636,229.039,370.606,207.831,47.101,104.346,426.674,528.933,165.631,423.56,134.051,233.883,297.186,218.255,580.096,166.424,3.335,896.807,101.213,332.622,20.907,36.204,214.122,228.092,878.908,185.506,202.243,409.045,309.624,1072.664,1663.942,82.243,46.569,158.337,83.481,114.035,121.432,25.649,434.46,74.717,354.549,599.259,432.237,622.747,102.816,537.232,226.439,23.547,786.414,246.97,40.248,332.186,241.181,525.192
2009-04-14,918.159,490.934,46.258,348.615,109.694,1295.859,164.227,125.133,714.909,71.258,693.316,229.039,366.449,204.336,47.159,103.661,422.956,531.329,165.443,421.053,133.658,237.461,302.737,235.574,561.636,169.975,3.364,899.719,99.608,337.63,23.349,40.029,210.648,229.665,882.677,195.341,202.983,400.715,299.694,1135.815,1640.358,81.417,47.817,154.889,86.048,114.445,132.472,26.327,436.079,74.515,352.115,605.418,428.116,647.38,106.029,525.724,220.975,25.167,768.294,241.65,39.888,352.626,242.625,522.344
2009-04-15,889.527,500.375,46.65,326.753,108.903,1293.068,170.201,125.965,748.862,69.546,689.917,214.764,372.684,200.142,47.799,107.885,425.888,540.915,167.321,427.737,132.478,235.117,297.418,226.112,582.059,169.383,3.302,870.602,98.991,320.542,22.259,38.298,213.509,217.867,872.625,198.21,191.268,403.095,317.275,1077.207,1711.108,81.608,47.401,156.804,80.173,113.966,136.611,26.52,433.813,73.957,352.93,623.531,432.649,630.642,105.876,518.662,224.868,25.665,790.038,242.64,39.478,343.028,236.993,528.355
2009-04-16,898.434,510.602,45.866,332.071,115.229,1337.175,172.743,135.694,757.947,75.752,666.127,216.676,335.45,206.2,48.671,109.141,428.891,547.42,173.331,432.332,133.658,240.791,302.043,230.763,589.129,165.093,3.26,882.248,101.213,318.186,21.947,40.849,217.595,224.946,911.576,215.285,192.378,398.633,318.251,1124.003,1725.521,85.418,48.024,158.975,83.975,115.264,131.092,26.907,449.352,75.62,353.119,661.919,440.478,632.221,104.499,528.339,225.415,25.541,788.83,246.723,40.887,359.735,241.614,543.858
2009-04-17,877.437,520.437,48.218,331.48,129.351,1324.333,176.557,145.295,752.209,74.682,662.729,228.657,333.718,208.646,53.265,109.598,427.389,544.339,173.706,433.585,136.802,239.311,308.287,237.819,606.017,174.265,3.343,869.146,103.311,317.596,22.704,47.634,220.66,257.194,880.164,220.749,192.254,408.747,333.391,1089.474,1719.625,88.721,51.351,159.103,86.394,116.289,135.231,27.295,466.187,76.545,350.467,673.846,452.839,634.116,104.346,541.417,225.346,25.167,779.166,245.733,42.476,373.243,247.102,542.276
2009-04-20,821.444,514.536,45.474,314.049,123.815,1312.609,171.726,133.774,751.731,70.509,667.147,213.617,336.316,207.481,51.927,111.196,404.075,536.807,166.007,431.705,136.016,226.482,292.561,215.528,598.948,165.685,3.281,866.234,100.287,297.268,21.858,47.588,217.799,255.621,848.752,207.908,181.525,399.823,325.251,1032.683,1703.248,83.894,49.48,156.421,80.568,114.445,125.572,27.198,460.36,74.197,346.299,640.303,442.95,595.273,102.204,527.816,226.849,22.551,782.186,241.279,41.771,339.829,237.426,527.406
2009-04-21,823.989,539.712,47.042,312.867,114.552,1299.768,172.87,127.373,752.209,68.476,647.095,207.627,340.992,208.996,51.869,112.338,402.573,543.311,167.885,439.015,136.802,222.165,294.642,214.887,591.878,163.318,3.178,856.771,100.411,296.973,21.012,43.262,220.455,240.677,839.957,198.483,187.198,393.575,324.926,1042.678,1701.937,84.339,49.064,158.975,82.444,115.811,122.812,26.907,458.741,74.424,346.678,648.875,448.719,600.958,98.379,528.862,237.915,24.669,781.582,243.011,41.575,328.276,237.57,530.57
2009-04-22,847.531,536.565,47.238,315.526,113.987,1295.859,175.192,139.535,757.469,70.402,669.526,227.382,336.143,210.161,50.764,111.263,411.87,540.915,170.889,425.857,143.682,231.663,294.18,227.556,585.201,168.052,3.141,877.153,107.878,316.418,20.834,45.767,221.272,250.115,901.524,195.478,194.844,404.582,321.401,1123.094,1712.419,85.794,50.519,158.337,80.667,118.202,132.472,29.327,467.158,76.374,346.11,647.757,447.483,628.748,97.155,525.724,239.964,24.793,765.878,242.764,41.165,327.743,240.892,534.367
2009-04-23,843.078,542.073,46.454,315.231,108.112,1270.735,175.062,139.055,765.599,69.332,676.323,216.549,340.992,212.957,48.729,109.369,408.509,533.726,169.387,412.281,137.589,226.729,296.724,228.999,598.948,168.052,3.145,862.594,110.655,306.401,20.211,43.718,218.412,247.755,960.579,189.604,193.364,401.013,322.912,1168.072,1701.937,82.339,49.688,161.657,75.088,125.035,129.712,30.102,469.101,77.111,356.908,646.266,438.006,611.379,99.144,530.955,243.858,23.298,766.482,243.011,40.183,327.032,241.325,549.553
2009-04-24,904.797,561.741,48.414,329.707,123.476,1336.616,183.019,151.056,767.033,68.048,704.192,219.608,367.835,223.092,51.23,110.553,414.802,539.546,175.96,420.218,140.144,234.87,303.893,238.46,603.268,169.827,3.147,893.895,115.284,318.775,22.392,45.539,218.616,261.913,996.388,202.581,195.954,414.102,339.695,1223.954,1732.071,85.338,51.351,165.104,76.718,126.128,135.231,30.779,482.698,79.099,349.709,652.229,438.829,623.379,102.357,537.755,242.765,23.174,776.75,243.63,40.133,337.34,250.857,581.824
2009-04-27,904.161,558.988,45.866,327.048,129.69,1386.307,185.367,149.936,757.947,66.229,685.159,216.803,365.41,225.189,53.09,113.157,414.802,537.492,175.021,444.028,136.999,230.183,314.763,203.982,598.555,165.685,3.137,890.983,111.704,310.526,23.149,45.767,228.015,269.778,984.452,201.761,192.871,413.805,340.702,1220.32,1753.69,83.186,50.935,167.53,76.816,126.401,129.712,29.714,474.928,78.507,352.93,646.639,454.487,599.695,100.368,550.833,241.877,21.554,783.394,250.93,41.1,330.587,255.045,568.22
2009-04-28,853.894,562.528,44.494,316.117,124.38,1357.833,188.107,148.656,763.686,64.624,677.682,208.391,360.561,225.305,51.288,106.528,413.658,531.672,172.016,437.762,134.837,225.495,308.287,191.474,609.552,156.217,3.137,866.962,110.84,304.633,22.259,43.535,222.907,257.194,949.271,197.527,180.662,405.475,336.003,1143.993,1752.38,82.534,50.311,165.104,77.656,125.786,125.572,28.94,460.683,76.149,352.93,630.24,444.598,587.063,96.084,540.894,237.642,20.433,791.85,245.857,40.412,321.7,245.08,571.383
2009-04-29,917.523,572.756,46.454,326.753,133.305,1363.974,188.368,164.177,773.728,61.201,667.486,216.166,367.142,227.985,54.021,108.067,399.707,545.708,175.396,441.318,136.802,229.566,321.239,207.189,611.908,165.389,3.095,879.337,113.679,322.899,22.971,47.133,229.854,289.441,993.875,203.947,182.635,413.21,339.695,1218.048,1734.692,85.012,52.39,168.68,79.137,127.973,128.332,30.973,469.748,78.342,366.759,629.867,452.839,630.958,100.98,560.249,240.084,22.177,814.198,252.662,40.887,344.508,263.71,573.598
2009-04-30,944.247,564.888,49.394,348.615,142.568,1331.591,186.933,180.179,783.77,63.02,666.467,219.608,379.957,224.839,54.66,107.475,412.596,556.663,177.65,445.565,140.144,237.091,311.525,205.907,609.159,175.892,3.112,877.881,114.852,331.443,25.954,51.004,230.671,328.767,1027.172,214.875,188.678,420.349,338.688,1260.3,1747.139,88.141,54.677,168.807,81.605,126.743,132.472,30.102,474.928,79.8,364.107,639.93,456.548,668.222,103.275,548.217,236.025,22.426,800.91,251.672,40.854,355.692,269.487,595.112
2009-05-01,944.247,557.807,46.846,365.16,139.066,1298.092,187.585,178.579,768.468,62.164,674.284,214.637,370.259,226.354,53.497,107.475,413.768,558.033,173.518,437.92,142.896,237.831,307.362,206.708,597.769,198.674,3.178,879.337,114.482,322.899,25.063,49.911,231.693,346.071,1025.916,216.378,186.828,417.672,338.352,1294.829,1722.245,88.271,63.825,169.573,81.111,128.998,128.332,31.553,473.309,80.391,356.15,652.229,455.312,669.485,107.712,550.833,238.335,22.052,800.91,250.187,41.182,361.743,270.353,588.152
2009-05-05,977.334,570.789,49.59,381.113,147.991,1317.075,190.324,190.74,756.991,66.55,656.951,225.725,378.226,229.732,54.893,107.475,424.753,566.934,178.025,432.398,142.896,255.347,293.948,218.094,593.056,201.337,3.339,912.821,117.444,330.854,26.711,55.148,230.875,377.532,1059.213,238.371,199.9,426.597,348.423,1331.175,1724.866,92.052,67.775,171.233,82.395,126.606,137.991,32.521,477.194,83.725,354.824,666.392,445.01,726.328,106.182,544.032,236.865,24.918,785.81,252.91,41.739,372.56,278.441,601.756
2009-05-06,997.059,572.756,50.962,375.064,152.961,1333.266,188.107,184.34,784.248,66.764,661.029,239.491,371.932,233.111,56.172,108.185,433.834,585.078,179.528,436.858,142.109,265.956,294.18,221.943,607.588,192.904,3.376,948.49,116.815,346.763,29.114,51.55,227.402,359.442,1030.313,232.77,193.241,428.976,354.129,1344.805,1760.241,92.052,65.696,174.553,84.468,133.917,146.271,31.36,469.424,85.215,352.361,641.421,442.538,793.277,104.04,548.74,241.554,23.921,793.662,253.652,41.755,370.727,284.651,605.598
2009-05-07,984.969,578.263,50.962,371.025,154.091,1336.616,187.846,176.499,789.509,70.616,656.611,246.246,362.331,237.654,54.544,110.079,431.93,603.223,184.034,434.31,139.358,273.851,293.023,217.453,612.301,199.561,3.397,948.49,113.422,348.826,32.008,44.173,227.198,327.194,962.464,241.376,197.927,427.787,355.136,1371.61,1733.382,88.923,65.28,175.83,85.949,132.824,140.751,30.779,481.727,83.891,348.194,653.72,442.95,794.54,102.969,569.142,241.484,24.046,871.579,256.374,39.724,365.043,276.275,590.295
2009-05-08,1033.963,582.59,50.178,396.816,163.242,1338.291,182.106,179.859,804.811,70.188,632.821,223.049,360.553,242.78,54.544,107.712,446.723,596.376,189.668,435.796,141.913,284.953,317.307,248.724,624.477,199.709,3.41,927.38,111.034,328.203,30.717,45.858,232.714,372.813,961.835,253.943,195.461,423.919,364.535,1362.524,1731.417,86.315,65.696,174.298,91.923,129.954,140.751,31.553,477.842,85.522,350.277,642.539,452.839,813.488,104.652,575.419,243.514,18.439,867.955,263.798,39.314,367.426,280.896,584.76
2009-05-11,1019.329,582.197,39.005,385.319,158.158,1411.989,188.889,183.699,804.811,69.011,601.214,219.862,360.553,239.751,54.37,114.222,422.116,591.241,187.415,434.522,138.965,285.2,311.988,243.752,640.972,159.619,3.578,888.072,111.411,324.078,30.272,46.351,238.231,362.588,946.757,247.25,184.978,416.779,362.856,1367.521,1732.071,86.055,64.448,173.149,92.318,130.569,142.131,30.489,476.223,84.448,350.656,611.977,460.256,757.908,98.532,576.988,237.985,18.439,887.283,266.025,39.2,361.926,278.008,567.829
2009-05-12,989.423,592.818,41.749,371.646,154.543,1446.047,191.107,171.858,811.028,65.908,608.011,215.147,361.62,240.916,55.591,113.867,420.213,594.664,185.161,447.689,141.127,276.071,313.375,246.96,615.443,155.329,3.545,887.344,112.48,317.596,29.159,41.59,238.639,342.138,973.772,244.654,187.691,413.21,357.486,1272.567,1753.69,87.359,62.993,173.787,87.184,130.638,139.371,28.166,477.194,82.545,352.361,620.177,470.557,744.644,100.98,585.881,246.734,17.941,888.491,267.758,40.461,354.959,277.43,576.62
2009-05-13,936.611,590.851,37.437,344.923,140.422,1466.146,190.194,155.376,823.461,69.867,591.018,196.92,352.197,242.38,54.893,115.051,406.518,596.034,179.715,448.539,135.623,261.762,311.715,232.848,621.727,147.611,3.789,825.47,108.647,275.761,25.954,39.489,238.231,298.879,942.988,223.754,171.167,405.475,345.066,1137.178,1754.345,85.403,62.369,171.106,84.863,128.699,128.332,27.972,456.798,79.464,349.52,620.177,463.14,699.17,95.013,595.297,247.014,15.947,909.631,270.48,40.723,340.841,262.988,543.736
2009-05-14,918.159,590.064,38.809,342.747,143.698,1440.464,192.933,161.937,819.635,62.698,600.874,202.401,357.353,239.413,51.404,114.932,406.957,592.268,178.964,452.361,134.837,266.326,319.543,240.545,628.797,153.167,3.798,848.764,110.343,288.724,26.8,40.983,238.844,310.677,956.809,238.507,177.086,412.317,346.744,1178.521,1757.62,87.945,62.785,173.404,87.035,128.838,133.851,28.843,470.072,80.492,343.268,625.395,467.673,756.013,96.696,592.158,248.484,16.695,919.295,271.47,41.313,347.258,271.798,555.782
2009-05-15,932.157,586.917,38.613,354.556,141.325,1428.739,194.629,171.378,816.766,63.982,603.593,199.724,366.243,237.87,49.427,112.446,420.579,591.925,180.279,446.415,140.34,262.502,320.729,244.233,636.259,149.413,3.908,872.785,111.788,279.001,26.265,41.636,239.456,310.677,951.783,238.781,181.156,414.102,344.73,1210.325,1756.31,88.01,64.864,173.915,86.69,127.938,131.092,28.65,472.662,80.1,340.995,616.45,467.261,742.118,95.625,586.927,248.764,16.82,909.631,269.242,40.363,351.109,270.642,554.155
2009-05-18,946.792,597.932,40.769,363.256,147.313,1439.905,196.716,179.699,822.983,64.624,601.214,203.675,372.643,243.686,50.532,113.393,424.753,598.088,183.847,448.964,140.537,274.098,325.948,243.752,638.223,148.512,3.874,883.704,115.873,287.84,27.334,45.744,244.564,324.835,978.798,247.66,183.005,415.292,346.744,1204.418,1774.653,90.227,68.191,176.852,88.763,131.122,135.231,29.811,483.669,82.419,342.889,621.295,468.085,805.277,98.532,590.589,251.844,16.57,925.939,271.47,41.755,359.543,273.964,571.085
2009-05-19,1018.056,597.539,39.985,376.307,158.045,1451.63,196.455,188.66,807.202,68.69,596.796,215.147,378.332,241.787,51.52,115.761,418.674,599.457,187.039,449.813,141.323,283.719,326.66,254.016,633.51,154.519,3.865,883.704,115.747,305.812,28.936,46.818,245.995,338.992,958.694,259.544,186.952,423.622,356.814,1247.125,1794.961,90.879,69.438,176.724,88.615,133.961,143.511,30.973,488.525,83.249,340.995,631.358,471.381,810.961,99.603,601.051,249.044,16.82,913.859,275.676,40.101,363.76,278.874,584.434
2009-05-20,1033.327,596.752,40.573,385.319,153.752,1471.171,196.325,187.86,799.073,70.616,604.952,211.068,381.532,243.567,51.171,117.655,424.387,593.637,186.1,449.601,141.52,279.409,327.609,256.581,635.866,152.116,4.148,882.976,116.878,305.222,28.758,32.908,247.016,333.487,949.899,248.889,186.458,419.457,352.451,1301.19,1825.095,89.966,68.814,172.968,86.196,134.376,147.651,31.166,495.971,83.846,344.026,652.229,475.914,795.171,99.756,587.45,249.254,16.944,926.387,270.232,38.954,366.51,271.509,575.318
2009-05-21,1005.33,592.818,39.201,357.974,144.94,1477.313,190.324,182.099,797.16,72.007,600.534,193.734,373.354,236.445,50.183,115.524,410.326,585.078,178.589,451.724,139.358,268.96,320.018,256.261,634.295,143.256,3.971,877.153,114.49,287.546,27.734,31.134,240.274,313.823,914.717,238.507,183.622,399.228,337.681,1207.144,1800.202,86.12,68.606,166.138,83.481,128.561,137.991,30.295,482.698,81.22,343.079,639.557,473.029,761.697,97.92,584.835,243.794,16.57,920.802,264.54,37.283,355.509,259.378,553.178
2009-05-22,1033.963,587.311,38.417,367.607,153.3,1464.472,186.281,183.539,794.29,72.542,596.456,202.401,376.554,237.751,50.648,115.051,414.866,584.394,178.964,446.627,133.264,266.969,325.0,257.383,631.546,145.809,4.043,878.609,113.108,292.554,27.823,32.021,241.091,321.689,915.346,242.196,183.375,389.113,338.352,1258.029,1769.412,85.598,69.646,164.431,83.086,128.145,144.891,28.166,480.108,80.741,340.616,623.904,479.21,765.487,99.756,589.02,245.614,16.321,923.905,265.778,37.84,365.776,258.8,551.224
2009-05-26,1030.781,586.131,39.397,372.268,153.752,1467.821,187.585,185.14,824.896,71.365,594.416,201.509,373.71,239.887,51.055,117.536,415.306,583.709,181.593,452.149,131.299,268.835,328.795,261.072,648.434,146.41,4.043,882.248,111.411,289.46,28.358,31.181,248.446,316.183,927.91,239.327,177.579,398.335,339.695,1250.76,1796.271,84.946,67.775,167.32,84.271,129.668,144.891,29.521,480.432,81.027,344.784,606.014,489.511,778.75,103.122,595.82,254.293,15.947,930.73,268.253,38.594,363.393,258.655,549.596
2009-05-27,1064.505,586.917,39.201,371.957,155.56,1437.672,184.715,185.62,816.288,72.542,597.475,206.097,369.087,239.769,51.404,117.773,409.227,577.547,179.715,451.087,131.889,274.184,327.609,262.996,646.863,148.812,4.009,876.425,114.302,292.259,27.556,30.574,251.715,308.318,935.643,239.464,177.333,398.633,342.38,1243.49,1768.757,84.229,68.399,170.079,85.999,134.307,140.751,29.134,476.87,80.866,348.573,626.14,491.159,788.224,100.98,605.759,261.503,15.698,923.905,268.747,38.823,375.494,266.743,562.62
2009-05-28,1074.685,583.77,39.789,371.646,152.509,1422.039,182.106,183.699,817.244,71.365,597.135,194.499,364.82,241.312,50.532,118.128,400.879,573.096,177.274,446.415,130.906,271.323,320.729,156.194,641.365,147.761,4.093,892.44,110.909,287.104,26.933,30.34,246.812,294.16,916.956,231.677,170.427,396.55,340.366,1252.122,1755.0,83.317,66.943,167.452,82.247,134.238,142.131,29.037,465.539,81.04,343.268,619.431,488.687,781.908,101.592,596.343,257.863,14.577,907.772,266.52,38.397,374.76,265.443,555.131
2009-05-29,1130.678,575.116,40.573,390.912,151.154,1434.88,178.323,190.42,807.202,72.007,602.573,197.558,363.042,242.618,50.822,116.471,399.341,577.204,177.837,442.592,129.137,276.921,308.394,155.232,628.404,145.208,3.882,877.881,111.16,286.809,26.889,31.741,244.564,300.453,937.576,232.087,179.552,388.816,334.66,1272.113,1755.0,85.533,66.32,162.986,85.308,131.538,146.271,28.263,467.482,81.491,340.237,611.232,480.034,792.645,100.98,585.881,255.413,15.947,899.706,265.035,38.004,376.594,265.299,562.294
2009-06-01,1215.304,573.542,44.102,413.907,161.434,1438.23,174.801,202.421,812.462,74.896,588.979,202.274,369.087,249.146,53.381,112.446,414.134,577.204,184.034,441.955,132.675,274.682,299.379,162.608,628.011,150.164,3.908,936.843,115.496,298.152,29.025,33.841,246.607,316.183,969.795,245.337,188.308,394.17,338.352,1354.8,1759.585,86.446,67.567,162.33,87.628,129.53,147.651,29.23,471.691,83.948,346.299,624.277,480.446,800.856,103.581,596.343,251.494,17.193,912.116,268.747,38.561,394.562,276.852,581.504
2009-06-02,1207.669,576.296,45.866,416.704,159.514,1403.056,173.497,175.058,806.245,78.33,594.756,195.773,366.598,251.638,54.253,111.736,424.753,578.574,181.781,437.07,134.444,266.223,296.532,160.043,622.513,141.004,3.908,947.034,119.832,292.848,28.313,32.441,245.177,299.666,976.239,251.485,192.747,390.601,328.954,1387.058,1756.966,86.381,68.191,165.088,86.394,129.599,149.031,29.23,471.043,83.456,352.551,626.14,483.743,795.803,102.204,594.251,246.664,16.82,922.664,269.737,38.921,396.029,261.977,585.737
2009-06-03,1135.769,586.145,47.238,397.438,151.154,1393.006,176.366,166.258,806.724,79.069,606.651,186.214,363.398,246.178,53.323,108.896,424.387,575.835,176.523,434.522,132.282,263.486,301.04,155.392,628.404,138.451,3.882,911.366,121.026,280.622,28.269,30.807,238.379,283.936,965.929,244.791,192.378,384.948,322.073,1322.997,1772.032,85.338,69.022,166.27,85.949,124.684,140.751,29.618,470.396,82.825,359.939,626.513,477.15,783.171,105.264,589.543,247.294,17.941,919.562,265.283,40.108,406.663,254.015,588.016
2009-06-04,1114.771,590.91,44.494,385.008,156.689,1401.939,174.801,170.258,807.202,77.036,598.155,193.224,363.754,248.552,53.381,108.54,409.594,579.258,175.772,438.345,134.64,264.357,302.7,144.327,634.688,132.745,4.022,893.168,123.539,284.894,28.358,31.321,237.529,292.587,990.415,242.059,192.501,375.726,321.737,1235.767,1760.896,84.229,69.854,169.159,83.432,126.899,139.371,27.682,468.129,84.267,359.75,625.022,473.853,784.435,107.1,589.02,252.544,18.315,935.073,263.056,39.93,400.062,253.72,595.83
2009-06-05,1181.581,584.556,44.886,408.314,161.773,1408.639,177.149,182.419,806.245,77.036,557.372,191.567,363.398,248.671,53.788,108.777,416.404,578.231,178.964,438.345,139.751,260.749,296.295,161.326,635.474,138.902,3.975,886.616,122.659,287.546,28.491,30.901,234.979,291.801,988.482,247.796,195.584,380.189,322.744,1363.432,1748.449,85.859,70.685,169.947,85.999,127.176,143.511,27.972,473.957,85.507,361.265,624.277,477.974,791.382,107.1,584.835,254.433,18.938,938.176,259.591,39.966,407.396,257.414,588.341
2009-06-08,1126.224,584.159,45.474,399.613,160.078,1414.223,174.41,181.619,806.724,75.859,560.77,196.028,363.398,249.383,53.439,109.132,407.69,576.862,177.837,439.194,134.247,260.5,298.193,166.778,632.332,136.949,3.967,875.697,122.974,287.398,28.046,28.52,234.554,277.643,982.683,243.698,193.981,378.999,319.052,1328.904,1773.342,87.489,70.062,170.998,83.975,126.207,143.511,27.198,465.863,84.423,361.833,623.904,473.853,776.855,110.313,590.066,253.034,19.062,931.971,261.571,40.143,394.195,254.163,579.225
2009-06-09,1127.497,590.513,46.062,403.342,155.56,1397.473,172.322,185.62,791.421,75.752,531.542,198.832,359.131,251.52,53.73,109.369,406.957,575.15,179.152,439.619,135.033,257.639,297.956,164.854,630.368,137.1,3.984,889.528,123.036,292.112,28.18,29.407,234.767,283.936,979.461,239.6,192.131,370.967,313.513,1341.171,1778.583,86.576,70.685,170.341,85.308,128.63,137.991,27.682,464.244,83.801,359.939,618.686,469.733,773.697,112.608,607.328,252.334,18.19,922.664,266.768,40.587,401.162,251.208,571.085
2009-06-10,1142.132,588.925,47.434,421.986,158.271,1386.865,168.67,184.66,793.334,78.32,542.758,203.293,361.976,253.063,54.137,108.422,410.326,575.15,178.025,438.345,135.82,266.72,296.532,173.353,631.153,141.905,4.051,916.303,123.79,296.679,27.645,30.34,230.73,298.093,996.215,240.147,200.393,371.561,317.709,1430.218,1787.755,86.446,72.141,172.048,87.282,128.907,137.991,29.037,461.007,84.353,357.287,619.431,465.613,769.276,114.75,613.606,250.304,17.941,930.11,267.51,39.753,398.229,254.902,578.574
2009-06-11,1121.134,587.336,48.022,437.213,164.823,1405.29,168.67,194.901,797.638,77.678,540.379,202.274,360.553,248.908,54.079,108.659,408.056,584.736,177.462,449.601,140.34,272.816,301.277,174.956,632.724,140.553,4.093,921.509,121.654,296.973,28.536,31.134,230.518,312.25,996.215,244.245,198.42,367.099,318.212,1434.307,1802.167,87.554,73.596,174.019,88.368,128.768,136.611,28.553,460.036,84.281,353.309,615.332,467.673,764.224,119.34,617.268,254.293,18.19,931.971,267.263,40.729,391.995,251.503,576.946
2009-06-12,1100.136,584.556,47.63,418.568,159.062,1467.821,168.8,186.9,797.16,77.036,520.667,202.401,360.909,244.517,56.288,107.949,405.419,578.574,178.025,473.812,139.358,272.194,294.16,177.683,634.295,138.001,4.051,911.097,119.14,301.098,28.358,30.48,227.756,313.823,976.239,239.873,192.378,364.124,319.22,1415.68,1797.582,86.967,73.388,173.887,88.615,127.176,139.371,27.779,458.741,83.572,353.309,606.759,468.909,747.802,116.433,610.467,255.133,18.19,917.08,266.025,40.711,381.728,255.641,578.899
2009-06-15,1077.23,571.451,43.318,393.398,151.945,1479.546,167.496,178.419,786.161,75.966,511.83,199.852,351.664,239.413,55.184,105.818,395.899,575.835,172.391,465.954,137.589,263.735,291.313,172.07,621.335,134.697,4.009,891.015,116.061,288.871,27.467,31.181,223.931,298.093,959.485,229.765,183.499,358.175,307.303,1317.545,1797.582,85.207,72.141,172.442,84.863,123.853,131.092,26.327,440.611,81.337,350.088,595.578,461.492,720.012,113.22,607.328,249.254,17.443,909.013,264.293,40.072,369.627,247.661,553.829
2009-06-16,1068.322,575.025,42.73,391.534,149.911,1472.288,170.888,177.299,791.9,73.291,514.889,200.362,355.22,238.819,59.603,106.055,393.263,585.421,172.767,469.352,138.768,260.251,291.076,164.212,625.655,132.144,3.975,876.884,114.993,289.019,27.245,32.348,231.367,299.666,959.485,225.53,179.676,362.637,306.464,1285.288,1788.41,86.381,72.349,174.281,84.419,125.722,129.712,25.94,448.381,79.914,342.889,587.379,461.904,725.065,114.444,606.805,253.104,16.695,916.459,266.273,40.711,365.226,244.706,551.876
2009-06-17,1001.512,573.437,41.749,366.053,148.669,1509.695,175.323,172.818,793.813,68.895,511.151,196.793,350.064,233.122,61.406,105.226,385.28,580.628,169.575,472.75,138.965,261.993,287.281,153.949,630.829,129.141,3.924,838.209,113.422,278.707,27.022,31.321,230.305,291.014,942.087,220.066,177.086,365.017,312.17,1184.618,1777.928,87.945,71.309,164.431,81.21,127.038,121.432,24.004,439.64,78.847,344.784,580.297,455.312,726.96,113.832,594.902,249.044,16.072,905.911,260.87,42.22,347.625,246.627,543.41
2009-06-18,1005.967,577.011,44.298,362.324,143.811,1498.529,179.758,172.018,807.68,66.026,512.85,197.303,344.019,230.273,61.173,107.002,383.449,585.763,168.823,473.599,137.785,260.5,282.299,156.835,639.585,126.438,3.924,843.415,112.291,276.465,26.8,32.348,230.518,298.879,920.178,221.432,173.756,359.364,311.499,1126.871,1796.271,89.445,70.893,166.533,81.556,129.253,121.432,23.617,429.604,78.591,348.573,568.744,463.552,745.908,116.28,593.817,248.834,15.449,920.182,259.321,43.231,343.408,242.194,534.945
2009-06-19,1032.69,592.499,43.906,371.025,152.171,1523.095,178.975,175.379,817.722,67.167,525.425,203.293,343.841,235.971,60.999,111.144,394.8,608.701,174.082,474.237,138.965,259.754,279.215,156.675,643.167,126.138,4.262,844.902,113.548,291.111,27.334,32.674,236.467,292.587,949.175,231.131,179.799,364.422,310.996,1152.17,1816.578,91.009,71.517,166.664,83.283,128.353,124.192,24.101,420.216,78.989,344.405,580.297,475.502,761.066,119.34,598.698,251.774,16.944,925.145,261.128,42.575,347.992,243.671,541.457
